Word,Frequency
DONALD,4
TRUMP,4
I,28
WANT,9
BEGIN,1
THANKING,1
INCREDIBLE,3
MEDICAL,2
PROFESSIONALS,1
DOCTORS,1
NURSES,1
EVERYBODY,4
WALTER,1
REED,1
CENTER,1
THINK,3
FINEST,1
WORLD,7
JOB,3
THEYVE,1
CAME,1
WASNT,1
FEELING,1
WELL,6
FEEL,2
MUCH,3
BETTER,1
WERE,2
WORKING,1
HARD,1
GET,1
WAY,3
BACK,4
STILL,2
MAKE,1
AMERICA,2
GREAT,2
WEVE,4
DONE,3
AWFULLY,1
GOOD,3
STEPS,1
GO,3
FINISH,1
ILL,2
SOON,2
LOOK,3
FORWARD,1
FINISHING,1
CAMPAIGN,1
STARTED,1
KIND,1
NUMBERS,1
PROUD,1
SOMETHING,2
HAPPENED,3
MILLIONS,1
PEOPLE,7
IM,6
FIGHTING,2
NOT,1
US,1
GOING,5
BEAT,2
CORONAVIRUS,1
WHATEVER,2
CALL,1
SOUNDLY,1
SO,1
MANY,1
THINGS,2
IF,1
THERAPEUTICS,1
TAKING,1
RIGHT,1
OTHERS,1
COMING,2
LOOKING,1
LIKE,3
FRANKLY,1
THEYRE,3
MIRACLES,3
KNOW,7
TRUTH,1
CRITICIZE,1
SAY,3
HAPPENING,1
GOD,1
TELL,1
STARTING,1
YOU,1
DONT,5
NEXT,3
PERIOD,1
DAYS,3
GUESS,1
THATS,2
REAL,1
TEST,1
SEEING,1
HAPPENS,3
COUPLE,1
THANKFUL,1
SUPPORT,1
IVE,1
SEEN,1
WHETHER,1
TELEVISION,1
READING,1
APPRECIATE,2
WHATS,1
SAID,1
AMERICAN,2
ALMOST,1
BIPARTISAN,1
CONSENSUS,1
ITS,1
BEAUTIFUL,1
THING,1
SEE,2
WONT,1
FORGET,2
PROMISE,1
ALSO,2
THANK,4
LEADERS,1
CONDOLENCES,1
THEY,1
LEADER,3
CHOICE,1
DIDNT,1
STAY,3
WHITE,2
HOUSE,2
GIVEN,1
ALTERNATIVE,1
LOCK,1
EVER,1
LEAVE,1
EVEN,1
OVAL,1
OFFICE,1
JUST,1
UPSTAIRS,2
ENJOY,1
TALK,1
CANT,3
FRONT,1
THIS,3
UNITED,2
STATES,2
GREATEST,1
COUNTRY,5
POWERFUL,1
LOCKED,1
ROOM,1
TOTALLY,1
SAFE,1
HEY,1
WE,3
CONFRONT,2
PROBLEMS,2
AS,1
THERES,1
NEVER,2
WOULD,1
OUR,1
FIRST,1
LADY,1
MELANIA,3
ASKED,1
RESPECT,1
LOVE,2
REALLY,1
HANDLING,2
NICELY,1
YOUVE,1
PROBABLY,2
READ,1
SHES,1
SLIGHTLY,1
YOUNGER,2
LITTLE,1
TINY,1
BIT,1
THEREFORE,1
DISEASE,1
SITUATION,1
AGE,1
VERSUS,1
STATISTICALLY,1
SUPPOSED,1
HANDLED,1
MAKES,2
HAPPY,2
RESULT,1
AGAIN,1
SURE,1
SPECIFICALLY,1
THE,1
OUTPOURING,1
