Word,Frequency
THE,82
PRESIDENT,99
THANK,35
MUCH,15
SO,38
NICE,1
AMERICA,4
CONTINUES,2
GAIN,1
GROUND,4
WAR,1
VIRUS,9
I,215
WANT,45
AMERICAN,41
PEOPLE,81
ANSWERING,1
CALL,13
FOLLOWING,3
GUIDELINES,3
MAKING,13
SACRIFICES,1
REQUIRED,1
OVERCOME,1
TERRIBLE,2
THREAT,1
MORE,2
AGGRESSIVELY,1
COMMIT,1
SOCIAL,6
DISTANCING,6
IMPORTANT,15
PHRASE,1
AND,130
RIGHT,20
LIVES,4
SAVE,3
SOONER,3
EVENTUALLY,1
GET,37
BACK,36
WORK,25
SCHOOL,3
NORMAL,2
LARGE,3
SECTIONS,5
COUNTRY,50
PROBABLY,5
GO,34
OBVIOUSLY,5
LOOKING,14
ALSO,23
ASKING,3
IS,7
ALTERNATIVE,2
SAY,28
ABSOLUTELY,3
APPROVED,3
MAJOR,1
DISASTER,4
DECLARATIONS,2
NEW,40
YORK,21
CALIFORNIA,5
WASHINGTON,6
IOWA,1
LOUISIANA,1
TEXAS,1
FLORIDA,1
THAT,7
GREAT,25
SIGNIFICANCE,2
KNOW,55
LEGAL,1
WERE,17
CONSTANT,2
GROUPING,2
WE,62
NOTHING,7
COMMUNICATE,1
VARIOUS,2
OFFICIALS,5
INCLUDING,7
WEVE,20
SPENDING,1
LOT,30
TIME,25
REALLY,20
FAR,10
HOTTEST,1
SPOT,1
THEYVE,16
GOT,13
NUMBER,17
TOUGH,5
WEEKS,12
AHEAD,8
GOVERNOR,14
GOOD,21
JOB,17
SPOKE,16
CUOMO,3
LAST,10
NIGHT,6
MORNING,2
MENTIONED,5
REMARKS,1
HES,12
USING,5
THINK,51
FEELS,1
UNDERSTANDS,2
NEGOTIATION,1
THINKS,1
APPROPRIATELY,2
DEFENSE,1
PRODUCTION,4
ACT,1
NEEDED,5
ITS,26
POINT,4
LEVERAGE,1
NEGOTIATING,1
TOOL,1
BUT,68
IVE,6
TELL,17
THERES,18
TREMENDOUS,7
SPIRIT,2
RESPECT,5
COMPANIES,13
DONT,43
USE,5
THEY,21
AS,4
GENERAL,3
MOTORS,2
INVOLVED,9
FORD,1
3M,1
OTHERS,8
THEYRE,28
WORKING,18
HARD,5
PRODUCE,3
