Word,Frequency
THE,146
PRESIDENT,150
THANK,38
MUCH,37
JUST,5
BEGIN,2
I,335
WANT,78
MENTION,1
WORKING,34
HARD,14
LONG,11
GETTING,9
YOUNG,2
GROUP,1
PEOPLE,102
PERU,1
WEVE,30
REMOVED,2
REST,1
COOPERATION,4
PERUVIAN,1
GOVERNMENT,11
AND,187
ALSO,39
DEALING,7
HONDURAS,1
GOT,18
CAUGHT,3
WELL,69
HONDURAN,1
GOVERNMENTS,5
WORK,23
THEYRE,64
US,21
APPRECIATE,2
WE,87
COUPLE,4
LOCATIONS,2
REPORT,4
ABLE,13
GET,55
WOMAN,2
RELEASED,1
CERTAIN,10
AREA,1
HORRIBLY,2
ACCOSTED,2
TREATED,3
SPOKE,11
GENERAL,19
MILLEY,5
TOOK,4
CARE,11
WENT,6
ONE,45
BUT,91
ROUGH,1
STUFF,2
INVOLVED,2
AS,5
CONTINUE,7
MARSHAL,1
EVERY,15
RESOURCE,3
AMERICAS,1
DISPOSAL,1
FIGHT,6
CHINESE,3
VIRUS,13
PROFOUNDLY,1
GRATEFUL,2
NATIONS,2
STATE,44
LOCAL,9
LEADERS,3
DOCTORS,6
NURSES,1
LAW,3
ENFORCEMENT,2
FIRST,10
RESPONDERS,2
WAGING,1
BATTLE,5
GROUND,2
IT,23
ABSOLUTELY,4
CRITICAL,5
AMERICANS,16
FOLLOW,3
FEDERAL,18
GUIDELINES,1
IMPORTANT,14
SOCIAL,3
DISTANCING,1
NONESSENTIAL,1
TRAVEL,3
HAND,7
WASHING,1
DEFEATING,1
UNSEEN,1
ENEMY,7
REQUIRES,1
HELP,26
COMMITMENT,2
SINGLE,2
AMERICAN,28
SAY,46
SENATOR,9
RAND,2
PAUL,4
FRIEND,2
MINE,3
HES,13
GREAT,45
ALWAYS,4
NEEDED,3
COUNTRY,34
KNOW,90
TESTED,20
POSITIVE,7
JOSE,5
SIC,1
DAZ,1
BALART,2
YESTERDAY,6
QUITE,5
CLOSE,5
HOME,13
TERRIBLE,2
THING,15
THATS,41
GOING,94
HIDDEN,2
CALL,20
THINK,73
THEYLL,13
FINE,4
HOPE,8
SEND,6
REGARDS,1
SPEAK,8
BEHALF,9
TWO,13
FRIENDS,2
WERE,39
URGENTLY,1
CONGRESS,5
LEGISLATION,3
SUPPORT,8
MILLIONS,10
WORKERS,12
SMALL,11
BUSINESSES,7
INDUSTRIES,3
WHOVE,2
HIT,4
FAULT,1
OUR,2
GOAL,1
RELIEF,1
QUICKLY,15
POSSIBLE,9
FAMILIES,3
KEEP,6
PAYROLL,2
THIS,18
ECONOMY,4
SEE,18
SKYROCKET,2
ITS,36
PENT,5
DEMAND,6
BUILT,4
GUESS,4
REALLY,30
WHO,4
KNOWS,4
TREMENDOUS,17
DAY,10
WIN,9
WAR,21
LOOK,32
DEATHS,4
NUMBER,12
TODAY,23
IM,34
ANNOUNCING,3
ACTION,8
NEW,52
YORK,30
CALIFORNIA,19
WASHINGTON,19
ENSURE,2
NATIONAL,30
GUARD,19
EFFECTIVELY,1
RESPOND,5
CRISIS,4
FULLY,4
ALERT,1
SIGNED,6
SIGN,2
ACTIVATED,1
STATES,34
THESE,5
HARDEST,3
ACTUALLY,25
PRETTY,6
FAR,6
COULD,36
EVERYBODY,9
NUMBERS,14
FEMA,11
FUNDING,1
100,3
PERCENT,7
COST,12
DEPLOYING,1
UNITS,2
CARRY,1
APPROVED,9
MISSIONS,2
STOP,3
GOVERNORS,18
REMAIN,1
COMMAND,3
SO,58
LOCALLY,2
FOLLOWING,4
JOB,16
THREE,20
LITTLE,14
AGO,20
HAPPY,7
THINGS,37
GIVE,12
MAXIMUM,2
FLEXIBILITY,1
USE,16
WITHOUT,6
WORRY,2
COSTS,3
LIABILITY,1
FREEING,1
RESOURCES,7
PROTECT,7
HEALTH,17
SAFETY,6
DEPLOYED,2
HUNDREDS,5
TONS,1
SUPPLIES,11
STOCKPILE,4
GREATEST,4
NEED,31
IN,13
ORDER,9
ASSIST,4
AREAS,6
YORKS,1
REQUEST,8
MAJOR,5
DISASTER,7
DECLARATION,8
SOMETHING,21
GOVERNOR,25
CUOMO,10
ASKING,5
AGREE,3
DONE,25
RAPID,1
FASHION,1
FRIDAY,2
EVENING,2
COMPLETED,1
FINISHED,3
PROCESS,6
MOVED,1
RECEIVED,2
TOLD,12
GAVIN,2
NEWSOM,5
ITLL,4
MAYBE,8
TONIGHT,1
LARGE,17
QUANTITIES,6
MEDICAL,23
EQUIPMENT,12
WAY,18
BASED,7
INCLUDING,9
RESPIRATORS,5
SURGICAL,8
MASKS,24
GOWNS,5
FACE,6
SHIELDS,6
COVERALLS,3
GLOVES,5
ALREADY,5
DELIVERED,13
ADDITION,4
IVE,13
DIRECTED,1
SUPPLY,9
FOUR,12
STATIONS,8
1,5
000,13
BEDS,13
EIGHT,5
2,4
EN,1
ROUTE,4
WITHIN,5
NEXT,5
48,1
HOURS,3
NAVAL,1
HOSPITAL,11
SHIP,9
USNS,3
MERCY,9
INCREDIBLE,9
SHIPS,10
WEST,4
COAST,5
EAST,2
LOS,4
ANGELES,4
ADD,1
EMERGENCY,13
SURGE,1
CAPACITY,3
THEY,30
GONE,3
BIT,7
EXACTING,1
PRESIDENTIAL,1
APPROVAL,6
TITLE,7
32,6
ACTIVATION,3
PROVIDING,3
TOGETHER,4
RELATIONSHIP,5
AMAZING,3
ENABLES,2
PROVIDE,8
ROBUST,2
25,2
WAIVING,1
PICKING,1
COORDINATING,2
SPECIAL,2
MISSION,2
ASSIGNMENT,2
U,3
S,3
ARMY,1
CORPS,1
ENGINEERS,1
BUILD,2
